# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Sep 29 21:45:42 2019
#
# User preference: *
#
# CONSTRAINT:  order by pl_pelink asc
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN pl_edelink:     Link to Exoplanet Data Explorer
#
loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_trandep,pl_trandur,pl_tranmid,pl_disc,pl_facility,pl_pelink,pl_edelink
2968,Kepler-463,b,Kepler-463 b,Transit,0,1,8.98101683,,,,,,0.272,,0,1,0,1,19h55m44.89s,298.937046,+44d51m28.5s,44.857910,336.00,399.32,12.870,Kepler-band,12.860,5661.00,0.87,0.90,2016-05-10,,0.0780710,2454969.649263,2016,Kepler,http://exoplanet.eu/catalog/kepler-463_b/,
2969,Kepler-464,b,Kepler-464 b,Transit,0,1,7.25696522,,,,,,0.294,,0,1,0,1,19h39m20.44s,294.835173,+48d58m56.5s,48.982361,653.00,680.59,12.702,Kepler-band,12.672,5933.00,1.21,1.59,2016-05-10,,0.2026620,2454967.023293,2016,Kepler,http://exoplanet.eu/catalog/kepler-464_b/,
2970,Kepler-465,b,Kepler-465 b,Transit,0,1,9.94067247,,,,,,0.263,,0,1,0,1,18h58m13.37s,284.555720,+46d03m49.8s,46.063828,587.00,561.98,12.663,Kepler-band,12.591,6310.00,1.23,1.29,2016-05-10,,0.1625250,2454968.215073,2016,Kepler,http://exoplanet.eu/catalog/kepler-465_b/,
2971,Kepler-466,b,Kepler-466 b,Transit,0,2,51.07926307,,,,,,0.254,,0,1,0,1,19h42m35.69s,295.648711,+48d29m44.0s,48.495564,436.00,383.60,12.772,Kepler-band,12.763,5927.00,1.04,1.05,2016-05-10,,0.2655370,2455018.180649,2016,Kepler,http://exoplanet.eu/catalog/kepler-466_b/,
2972,Kepler-466,c,Kepler-466 c,Transit,0,2,3.70921385,,,,,,0.112,,0,1,0,1,19h42m35.69s,295.648711,+48d29m44.0s,48.495564,436.00,383.60,12.772,Kepler-band,12.763,5927.00,1.04,1.05,2016-05-10,,0.1065630,2454966.983730,2016,Kepler,http://exoplanet.eu/catalog/kepler-466_c/,
2973,Kepler-467,b,Kepler-467 b,Transit,0,1,24.99324193,,,,,,0.201,,0,1,0,1,19h09m27.08s,287.362816,+38d38m58.6s,38.649619,458.00,472.57,12.377,Kepler-band,12.359,5809.00,1.05,1.37,2016-05-10,,0.2461790,2454971.682380,2016,Kepler,http://exoplanet.eu/catalog/kepler-467_b/,
2974,Kepler-468,b,Kepler-468 b,Transit,0,1,38.47875707,,,,,,1.190,,0,1,0,1,19h15m36.54s,288.902240,+49d22m13.8s,49.370487,474.00,448.60,13.779,Kepler-band,13.730,5498.00,0.96,0.87,2016-05-10,,0.2107687,2454984.853006,2016,Kepler,http://exoplanet.eu/catalog/kepler-468_b/,
2975,Kepler-47,b,Kepler-47 b,Transit,0,3,49.46430000,0.287700,0.021000,89.752,0.00651,Mass,0.272,0.40000,1,1,0,1,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,1055.33,1055.33,15.178,Kepler-band,15.163,,0.96,0.94,2019-04-25,,,2454968.642700,2012,Kepler,http://exoplanet.eu/catalog/kepler-47_%28ab%29_b/,http://exoplanets.org/detail/Kepler-47_b
2976,Kepler-47,c,Kepler-47 c,Transit,0,3,303.22700000,0.963800,0.044000,90.192,0.00997,Mass,0.415,0.17000,1,1,0,1,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,1055.33,1055.33,15.178,Kepler-band,15.163,,0.96,0.94,2019-04-25,,,2454944.362000,2012,Kepler,http://exoplanet.eu/catalog/kepler-47_%28ab%29_c/,http://exoplanets.org/detail/Kepler-47_c
2977,Kepler-47,d,Kepler-47 d,Transit,0,3,187.36600000,0.699200,0.024000,90.395,0.05984,Mass,0.628,0.30000,1,1,0,0,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,1055.33,1055.33,15.178,Kepler-band,15.163,,0.96,0.94,2019-04-25,,,2455045.428000,2019,Kepler,http://exoplanet.eu/catalog/kepler-47_(ab)_d/,
2978,Kepler-470,b,Kepler-470 b,Transit,0,1,24.66919569,,,,,,1.288,,0,1,0,1,19h48m02.27s,297.009440,+50d22m20.3s,50.372314,989.00,955.42,13.224,Kepler-band,13.161,6613.00,1.40,1.66,2016-05-10,,0.2882710,2454965.864127,2016,Kepler,http://exoplanet.eu/catalog/kepler-470_b/,
2979,Kepler-471,b,Kepler-471 b,Transit,0,1,5.01423457,,,,,,1.335,,0,1,0,1,19h56m23.41s,299.097540,+43d29m51.3s,43.497593,1373.00,1295.75,13.797,Kepler-band,13.789,6733.00,1.49,1.80,2016-05-10,,0.1921471,2454966.174258,2016,Kepler,http://exoplanet.eu/catalog/kepler-471_b/,
2980,Kepler-472,b,Kepler-472 b,Transit,0,1,4.17625551,,,,,,0.287,,0,1,0,1,19h46m05.83s,296.524306,+39d14m59.2s,39.249776,302.00,309.33,13.698,Kepler-band,13.670,4996.00,0.85,0.78,2016-05-10,,0.1542170,2454966.090341,2016,Kepler,http://exoplanet.eu/catalog/kepler-472_b/,
2981,Kepler-473,b,Kepler-473 b,Transit,0,1,14.55731705,,,,,,0.364,,0,1,0,1,19h06m31.22s,286.630094,+38d56m44.2s,38.945605,641.00,930.21,13.397,Kepler-band,13.369,5816.00,1.06,1.34,2016-05-10,,0.3238500,2454978.094662,2016,Kepler,http://exoplanet.eu/catalog/kepler-473_b/,
2982,Kepler-474,b,Kepler-474 b,Transit,0,1,5.66067294,,,,,,0.273,,0,1,0,1,19h29m17.16s,292.321516,+43d52m52.2s,43.881168,568.00,862.36,13.494,Kepler-band,13.469,5785.00,0.99,1.08,2016-05-10,,0.1946750,2454970.415501,2016,Kepler,http://exoplanet.eu/catalog/kepler-474_b/,
2983,Kepler-475,b,Kepler-475 b,Transit,0,1,3.10550819,,,,,,0.222,,0,1,0,1,19h08m12.41s,287.051707,+40d12m41.5s,40.211542,280.00,282.35,13.341,Kepler-band,13.316,5009.00,0.86,0.79,2016-05-10,,0.0717100,2454966.210436,2016,Kepler,http://exoplanet.eu/catalog/kepler-475_b/,
2984,Kepler-476,b,Kepler-476 b,Transit,0,1,14.00640607,,,,,,0.275,,0,1,0,1,19h40m39.32s,295.163817,+43d57m47.0s,43.963047,687.00,,13.837,Kepler-band,13.860,5837.00,1.03,1.09,2016-05-10,,0.1950380,2454975.209317,2016,Kepler,http://exoplanet.eu/catalog/kepler-476_b/,
2985,Kepler-477,b,Kepler-477 b,Transit,0,1,11.11990653,,,,,,0.185,,0,1,0,1,19h12m16.22s,288.067594,+42d21m19.3s,42.355367,367.00,,13.536,Kepler-band,,5240.00,0.87,0.79,2016-05-10,,0.1387330,2454972.752936,2016,Kepler,http://exoplanet.eu/catalog/kepler-477_b/,
2986,Kepler-478,b,Kepler-478 b,Transit,0,1,13.22175760,,,,,,0.242,,0,1,0,1,19h29m56.87s,292.486944,+46d11m46.4s,46.196213,420.00,669.24,13.938,Kepler-band,13.967,5210.00,0.85,0.80,2016-05-10,,0.1211210,2454972.570157,2016,Kepler,http://exoplanet.eu/catalog/kepler-478_b/,
2987,Kepler-479,b,Kepler-479 b,Transit,0,1,12.49341307,,,,,,0.189,,0,1,0,1,19h24m05.24s,291.021852,+37d46m11.3s,37.769803,371.00,348.37,13.575,Kepler-band,13.544,5247.00,0.86,0.81,2016-05-10,,0.0932580,2454971.461536,2016,Kepler,http://exoplanet.eu/catalog/kepler-479_b/,
2988,Kepler-48,b,Kepler-48 b,Transit,0,4,4.77800000,,,,0.01240,Mass,0.168,3.23000,1,1,0,1,19h56m33.41s,299.139212,+40d56m56.5s,40.949020,309.47,309.47,13.040,Kepler-band,13.077,5194.00,0.88,0.89,2016-10-27,,,2454957.061130,2012,Kepler,http://exoplanet.eu/catalog/kepler-48_b/,http://exoplanets.org/detail/Kepler-48_b
2989,Kepler-48,c,Kepler-48 c,Transit,0,4,9.67395000,,,,0.04597,Mass,0.242,4.01000,1,1,0,1,19h56m33.41s,299.139212,+40d56m56.5s,40.949020,309.47,309.47,13.040,Kepler-band,13.077,5194.00,0.88,0.89,2016-10-27,,,2454958.339250,2012,Kepler,http://exoplanet.eu/catalog/kepler-48_c/,http://exoplanets.org/detail/Kepler-48_c
2990,Kepler-48,d,Kepler-48 d,Transit,0,4,42.89610000,,,,0.02500,Mass,0.182,5.08000,0,1,0,1,19h56m33.41s,299.139212,+40d56m56.5s,40.949020,309.47,309.47,13.040,Kepler-band,13.077,5194.00,0.88,0.89,2014-05-14,,,2454979.065540,2014,Kepler,http://exoplanet.eu/catalog/kepler-48_d/,
2991,Kepler-48,e,Kepler-48 e,Radial Velocity,0,4,982.00000000,,,,2.06700,Mass,,,0,1,0,0,19h56m33.41s,299.139212,+40d56m56.5s,40.949020,309.47,309.47,13.040,Kepler-band,13.077,5194.00,0.88,0.89,2014-05-14,,,,2014,W. M. Keck Observatory,http://exoplanet.eu/catalog/kepler-48_e/,
2992,Kepler-480,b,Kepler-480 b,Transit,0,1,4.91958380,,,,,,0.248,,0,1,0,1,19h37m51.34s,294.463900,+49d45m54.2s,49.765047,806.00,868.68,13.273,Kepler-band,13.211,6322.00,1.25,1.34,2016-05-10,,0.1744830,2454967.602759,2016,Kepler,http://exoplanet.eu/catalog/kepler-480_b/,
2993,Kepler-481,b,Kepler-481 b,Transit,0,1,10.06082567,,,,,,0.223,,0,1,0,1,19h27m37.69s,291.907032,+49d15m43.4s,49.262054,713.00,833.20,13.844,Kepler-band,13.815,5802.00,1.01,1.09,2016-05-10,,0.1907580,2454971.967520,2016,Kepler,http://exoplanet.eu/catalog/kepler-481_b/,
2994,Kepler-482,b,Kepler-482 b,Transit,0,1,56.35418576,,,,,,0.211,,0,1,0,1,19h47m17.50s,296.822898,+48d06m27.2s,48.107555,290.00,315.91,13.779,Kepler-band,13.762,4871.00,0.75,0.72,2016-05-10,,0.1371000,2454977.836370,2016,Kepler,http://exoplanet.eu/catalog/kepler-482_b/,
2995,Kepler-483,b,Kepler-483 b,Transit,0,1,30.22910400,,,,,,0.286,,0,1,0,1,19h26m35.22s,291.646758,+41d53m04.8s,41.884663,953.00,882.21,13.432,Kepler-band,13.389,6346.00,1.28,1.47,2016-05-10,,0.2694080,2454967.520380,2016,Kepler,http://exoplanet.eu/catalog/kepler-483_b/,
2996,Kepler-484,b,Kepler-484 b,Transit,0,1,10.04556931,,,,,,0.203,,0,1,0,1,18h57m34.63s,284.394304,+46d14m56.7s,46.249081,377.00,386.39,13.024,Kepler-band,13.000,5668.00,0.96,0.87,2016-05-10,,0.1332750,2454962.093273,2016,Kepler,http://exoplanet.eu/catalog/kepler-484_b/,
2997,Kepler-485,b,Kepler-485 b,Transit,0,1,3.24325980,,,,,,1.286,,0,1,0,1,19h39m59.12s,294.996313,+50d28m12.2s,50.470066,1173.00,1179.47,14.952,Kepler-band,14.898,5958.00,1.07,1.09,2016-05-10,,0.1264992,2454966.669044,2016,Kepler,http://exoplanet.eu/catalog/kepler-485_b/,
2998,Kepler-486,b,Kepler-486 b,Transit,0,1,30.36044667,,,,,,0.981,,0,1,0,1,18h59m31.19s,284.879964,+49d16m01.2s,49.266994,428.00,441.81,14.388,Kepler-band,14.380,4926.00,0.79,0.75,2016-05-10,,0.2508040,2454981.091528,2016,Kepler,http://exoplanet.eu/catalog/kepler-486_b/,
2999,Kepler-487,b,Kepler-487 b,Transit,0,2,15.35876840,,,,,,1.019,,0,1,0,1,19h41m08.93s,295.287222,+41d13m19.1s,41.221970,835.00,894.20,14.991,Kepler-band,15.065,5444.00,0.91,0.88,2016-05-10,,0.1727170,2454965.385103,2016,Kepler,http://exoplanet.eu/catalog/kepler-487_b/,
3000,Kepler-487,c,Kepler-487 c,Transit,0,2,38.65199760,,,,,,0.239,,0,1,0,1,19h41m08.93s,295.287222,+41d13m19.1s,41.221970,835.00,894.20,14.991,Kepler-band,15.065,5444.00,0.91,0.88,2016-05-10,,0.2640000,2454997.049190,2016,Kepler,http://exoplanet.eu/catalog/kepler-487_c/,
3001,Kepler-488,b,Kepler-488 b,Transit,0,1,3.12082923,,,,,,1.409,,0,1,0,1,18h51m51.88s,282.966173,+48d20m42.3s,48.345070,1157.00,1184.17,14.804,Kepler-band,14.752,5970.00,1.07,1.09,2016-05-10,,0.0908290,2454972.466272,2016,Kepler,http://exoplanet.eu/catalog/kepler-488_b/,
3002,Kepler-489,b,Kepler-489 b,Transit,0,1,17.27629612,,,,,,0.689,,0,1,0,1,19h23m19.96s,290.833158,+38d11m03.6s,38.184334,379.00,373.63,14.018,Kepler-band,14.018,5014.00,0.82,0.76,2016-05-10,,0.1643050,2454966.839246,2016,Kepler,http://exoplanet.eu/catalog/kepler-489_b/,
3003,Kepler-49,b,Kepler-49 b,Transit,0,4,7.20379450,,,,0.98000,Mass,0.243,,1,1,0,1,19h29m10.70s,292.294579,+40d35m30.5s,40.591801,314.02,314.02,15.264,Kepler-band,15.229,4252.00,,0.56,2014-05-14,,0.1240000,2455003.287530,2012,Kepler,http://exoplanet.eu/catalog/kepler-49_b/,http://exoplanets.org/detail/Kepler-49_b
3004,Kepler-49,c,Kepler-49 c,Transit,0,4,10.91293430,,,,0.72000,Mass,0.227,,1,1,0,1,19h29m10.70s,292.294579,+40d35m30.5s,40.591801,314.02,314.02,15.264,Kepler-band,15.229,4252.00,,0.56,2014-05-14,,0.1191000,2455002.849190,2012,Kepler,http://exoplanet.eu/catalog/kepler-49_c/,http://exoplanets.org/detail/Kepler-49_c
3005,Kepler-49,d,Kepler-49 d,Transit,0,4,2.57654900,0.031000,,,,,0.143,,1,1,0,1,19h29m10.70s,292.294579,+40d35m30.5s,40.591801,314.02,314.02,15.264,Kepler-band,15.229,4252.00,,0.56,2014-05-14,,0.0665000,2455005.129320,2014,Kepler,http://exoplanet.eu/catalog/kepler-49_d/,http://exoplanets.org/detail/Kepler-49_d
3006,Kepler-49,e,Kepler-49 e,Transit,0,4,18.59610800,0.116000,,,,,0.139,,1,1,0,1,19h29m10.70s,292.294579,+40d35m30.5s,40.591801,314.02,314.02,15.264,Kepler-band,15.229,4252.00,,0.56,2014-05-14,,0.0902000,2454974.264150,2014,Kepler,http://exoplanet.eu/catalog/kepler-49_e/,http://exoplanets.org/detail/Kepler-49_e
3007,Kepler-490,b,Kepler-490 b,Transit,0,1,3.26869515,,,,,,1.039,,0,1,0,1,19h40m06.16s,295.025677,+46d57m21.6s,46.956005,1249.00,1591.32,14.879,Kepler-band,14.817,6045.00,1.08,1.12,2016-05-10,,0.1438812,2454970.481707,2016,Kepler,http://exoplanet.eu/catalog/kepler-490_b/,
3008,Kepler-491,b,Kepler-491 b,Transit,0,1,4.22538451,,,,,,0.796,,0,1,0,1,19h08m31.34s,287.130575,+42d21m00.6s,42.350155,657.00,642.46,14.014,Kepler-band,13.962,5582.00,1.04,1.03,2016-05-10,,0.1174288,2454970.560674,2016,Kepler,http://exoplanet.eu/catalog/kepler-491_b/,
3009,Kepler-492,b,Kepler-492 b,Transit,0,1,11.72012266,,,,,,0.856,,0,1,0,1,19h41m59.20s,295.496656,+42d32m16.4s,42.537888,642.00,597.96,14.518,Kepler-band,14.511,5527.00,0.94,0.91,2016-05-10,,0.1248540,2454975.174098,2016,Kepler,http://exoplanet.eu/catalog/kepler-492_b/,
3010,Kepler-493,b,Kepler-493 b,Transit,0,1,3.00387658,,,,,,1.350,,0,1,0,1,19h41m13.81s,295.307540,+38d52m53.9s,38.881639,1942.00,1834.76,14.996,Kepler-band,15.035,6457.00,1.36,1.54,2016-05-10,,0.1357710,2454967.711271,2016,Kepler,http://exoplanet.eu/catalog/kepler-493_b/,
3011,Kepler-494,b,Kepler-494 b,Transit,0,1,8.02511821,,,,,,0.637,,0,1,0,1,19h48m51.38s,297.214089,+41d39m50.5s,41.664039,862.00,1822.71,14.153,Kepler-band,14.122,6007.00,1.10,1.26,2016-05-10,,0.2216210,2454965.469125,2016,Kepler,http://exoplanet.eu/catalog/kepler-494_b/,
3012,Kepler-495,b,Kepler-495 b,Transit,0,1,3.41303622,,,,,,0.467,,0,1,0,1,19h03m43.37s,285.930707,+39d05m53.3s,39.098134,630.00,671.61,14.622,Kepler-band,14.607,5346.00,0.86,0.83,2016-05-10,,0.1086471,2454965.443088,2016,Kepler,http://exoplanet.eu/catalog/kepler-495_b/,
3013,Kepler-496,b,Kepler-496 b,Transit,0,1,8.30864937,,,,,,0.207,,0,1,0,1,19h26m33.81s,291.640896,+41d14m27.8s,41.241049,655.00,615.89,14.817,Kepler-band,14.796,5293.00,0.86,0.82,2016-05-10,,0.1342100,2454971.108890,2016,Kepler,http://exoplanet.eu/catalog/kepler-496_b/,
3014,Kepler-497,b,Kepler-497 b,Transit,0,1,3.57320367,,,,,,0.539,,0,1,0,1,19h23m03.81s,290.765882,+38d55m40.6s,38.927952,1070.00,1582.85,14.720,Kepler-band,15.099,5834.00,1.09,1.11,2016-05-10,,0.1201540,2454967.934257,2016,Kepler,http://exoplanet.eu/catalog/kepler-497_b/,
3015,Kepler-498,b,Kepler-498 b,Transit,0,1,9.61375356,,,,,,0.270,,0,1,0,1,19h21m25.95s,290.358128,+44d31m07.5s,44.518753,746.00,964.84,14.283,Kepler-band,14.246,5744.00,0.98,0.96,2016-05-10,,0.1971040,2454965.185090,2016,Kepler,http://exoplanet.eu/catalog/kepler-498_b/,
3016,Kepler-499,b,Kepler-499 b,Transit,0,1,5.63252845,,,,,,0.194,,0,1,0,1,19h40m26.39s,295.109945,+43d54m54.7s,43.915207,523.00,565.72,14.353,Kepler-band,14.349,5312.00,0.87,0.83,2016-05-10,,0.0897100,2454966.817942,2016,Kepler,http://exoplanet.eu/catalog/kepler-499_b/,
3017,Kepler-5,b,Kepler-5 b,Transit,0,1,3.54846570,0.053800,,89.140,2.11100,Mass,1.426,0.40000,0,1,0,1,19h57m37.68s,299.407009,+44d02m06.2s,44.035046,923.41,923.41,13.369,Kepler-band,13.226,6297.00,1.37,1.79,2015-10-15,,,2454955.901440,2009,Kepler,http://exoplanet.eu/catalog/kepler-5_b/,http://exoplanets.org/detail/Kepler-5_b
3018,Kepler-50,b,Kepler-50 b,Transit,0,2,7.81254000,0.077000,,,,,0.153,,1,1,0,1,19h12m24.21s,288.100873,+50d02m01.4s,50.033718,251.91,251.91,10.421,Kepler-band,10.362,6225.00,1.24,1.58,2014-05-14,0.009900,0.1583000,2454974.376000,2012,Kepler,http://exoplanet.eu/catalog/kepler-50_b/,http://exoplanets.org/detail/Kepler-50_b
3019,Kepler-50,c,Kepler-50 c,Transit,0,2,9.37647000,0.087000,,,,,0.194,,1,1,0,1,19h12m24.21s,288.100873,+50d02m01.4s,50.033718,251.91,251.91,10.421,Kepler-band,10.362,6225.00,1.24,1.58,2014-05-14,0.015900,0.0858000,2454969.958000,2012,Kepler,http://exoplanet.eu/catalog/kepler-50_c/,http://exoplanets.org/detail/Kepler-50_c
3020,Kepler-500,b,Kepler-500 b,Transit,0,1,8.50832440,,,,,,0.230,,0,1,0,1,19h43m48.33s,295.951366,+43d51m07.4s,43.852051,747.00,826.56,14.176,Kepler-band,14.174,5813.00,1.02,1.03,2016-05-10,,0.1459710,2454967.786614,2016,Kepler,http://exoplanet.eu/catalog/kepler-500_b/,
3021,Kepler-501,b,Kepler-501 b,Transit,0,1,5.64067757,,,,,,0.384,,0,1,0,1,19h48m48.37s,297.201554,+41d43m48.7s,41.730206,1044.00,1162.26,14.762,Kepler-band,14.730,5904.00,1.03,1.04,2016-05-10,,0.1209000,2454971.556194,2016,Kepler,http://exoplanet.eu/catalog/kepler-501_b/,
3022,Kepler-502,b,Kepler-502 b,Transit,0,1,4.28686431,,,,,,0.426,,0,1,0,1,19h24m19.23s,291.080130,+43d51m36.7s,43.860203,1433.00,1667.20,14.982,Kepler-band,14.972,6125.00,1.15,1.22,2016-05-10,,0.1842960,2454971.615466,2016,Kepler,http://exoplanet.eu/catalog/kepler-502_b/,
3023,Kepler-504,b,Kepler-504 b,Transit,0,1,9.54927542,,,,,,0.142,,0,1,0,1,18h59m41.24s,284.921843,+45d58m20.6s,45.972398,75.00,99.35,14.486,Kepler-band,14.458,3519.00,0.33,0.33,2016-05-10,,0.0738420,2455008.757209,2016,Kepler,http://exoplanet.eu/catalog/kepler-504_b/,
3024,Kepler-505,b,Kepler-505 b,Transit,0,1,27.52197994,,,,,,0.232,,0,1,0,1,19h11m25.95s,287.858119,+42d32m33.5s,42.542629,222.00,285.74,15.108,Kepler-band,15.115,3931.00,0.55,0.53,2016-05-10,,0.1696000,2455022.823547,2016,Kepler,http://exoplanet.eu/catalog/kepler-505_b/,
3025,Kepler-506,b,Kepler-506 b,Transit,0,1,6.88340550,,,,,,0.244,,0,1,0,1,18h58m32.44s,284.635187,+40d43m11.4s,40.719832,231.00,229.95,10.868,Kepler-band,10.784,6236.00,1.19,1.19,2016-05-10,,0.0860460,2455005.662603,2016,Kepler,http://exoplanet.eu/catalog/kepler-506_b/,
3026,Kepler-507,b,Kepler-507 b,Transit,0,1,3.56809693,,,,,,0.116,,0,1,0,1,19h48m04.52s,297.018834,+50d24m32.3s,50.408981,410.00,396.10,11.994,Kepler-band,11.922,6113.00,1.16,1.32,2016-05-10,,0.1352290,2455002.743580,2016,Kepler,http://exoplanet.eu/catalog/kepler-507_b/,
3027,Kepler-508,b,Kepler-508 b,Transit,0,1,25.30889748,,,,,,0.146,,0,1,0,1,19h41m37.04s,295.404350,+42d58m53.1s,42.981423,325.00,327.67,11.472,Kepler-band,11.604,6025.00,1.16,1.25,2016-05-10,,0.2367880,2455004.506360,2016,Kepler,http://exoplanet.eu/catalog/kepler-508_b/,
3028,Kepler-509,b,Kepler-509 b,Transit,0,1,41.74600392,,,,,,0.222,,1,1,0,1,19h18m39.46s,289.664398,+48d42m22.3s,48.706207,339.00,335.61,11.854,Kepler-band,11.784,6060.00,1.10,1.20,2016-05-10,,0.1919080,2455043.399304,2016,Kepler,http://exoplanet.eu/catalog/kepler-509_b/,
3029,Kepler-51,b,Kepler-51 b,Transit,0,3,45.15400000,0.251400,0.040000,,0.00700,Mass,0.633,0.03000,1,1,0,1,19h45m55.15s,296.479776,+49d56m15.7s,49.937683,801.76,801.76,14.669,Kepler-band,14.678,6018.00,1.04,0.94,2014-05-14,,,2455714.597700,2012,Kepler,http://exoplanet.eu/catalog/kepler-51_b/,http://exoplanets.org/detail/Kepler-51_b
3030,Kepler-51,c,Kepler-51 c,Transit,0,3,85.31200000,0.384000,0.014000,,0.01300,Mass,0.803,0.03000,1,1,0,1,19h45m55.15s,296.479776,+49d56m15.7s,49.937683,801.76,801.76,14.669,Kepler-band,14.678,6018.00,1.04,0.94,2014-05-14,,,2455725.509000,2012,Kepler,http://exoplanet.eu/catalog/kepler-51_c/,http://exoplanets.org/detail/Kepler-51_c
3031,Kepler-51,d,Kepler-51 d,Transit,0,3,130.19400000,0.509000,0.008000,,0.02400,Mass,0.865,0.04600,1,1,0,1,19h45m55.15s,296.479776,+49d56m15.7s,49.937683,801.76,801.76,14.669,Kepler-band,14.678,6018.00,1.04,0.94,2014-05-14,,,2455695.932300,2014,Kepler,,
3032,Kepler-510,b,Kepler-510 b,Transit,0,1,19.55659418,,,,,,0.220,,0,1,0,1,19h10m37.20s,287.655008,+39d14m39.4s,39.244280,378.00,390.49,11.947,Kepler-band,11.922,5746.00,0.91,1.41,2016-05-10,,0.3368960,2455022.043990,2016,Kepler,http://exoplanet.eu/catalog/kepler-510_b/,
3033,Kepler-511,b,Kepler-511 b,Transit,0,1,296.63786500,,,,,,0.567,,0,1,0,1,18h51m46.97s,282.945693,+47d34m29.5s,47.574875,448.00,664.36,12.747,Kepler-band,12.583,5770.00,1.00,1.20,2016-05-10,,0.6759620,2455236.672788,2016,Kepler,http://exoplanet.eu/catalog/kepler-511_b/,
3034,Kepler-512,b,Kepler-512 b,Transit,0,1,34.43587975,,,,,,0.240,,0,1,0,1,19h53m04.55s,298.268960,+48d55m00.3s,48.916740,531.00,473.71,12.674,Kepler-band,12.613,5997.00,1.17,1.30,2016-05-10,,0.2427750,2455026.039130,2016,Kepler,http://exoplanet.eu/catalog/kepler-512_b/,
3035,Kepler-513,b,Kepler-513 b,Transit,0,1,28.86235584,,,,,,0.196,,0,1,0,1,19h00m10.00s,285.041686,+50d04m31.4s,50.075375,467.00,474.64,12.935,Kepler-band,12.882,5849.00,1.02,1.06,2016-05-10,,0.2168420,2455011.484740,2016,Kepler,http://exoplanet.eu/catalog/kepler-513_b/,
3036,Kepler-514,b,Kepler-514 b,Transit,0,1,5.65179605,,,,,,0.153,,0,1,0,1,19h04m59.33s,286.247188,+50d14m32.7s,50.242409,489.00,461.35,12.182,Kepler-band,12.133,6106.00,1.28,1.44,2016-05-10,,0.1220380,2455005.278930,2016,Kepler,http://exoplanet.eu/catalog/kepler-514_b/,
3037,Kepler-515,b,Kepler-515 b,Transit,0,1,19.96371318,,,,,,0.130,,0,1,0,1,19h21m58.54s,290.493913,+52d03m20.2s,52.055611,255.00,,12.713,Kepler-band,,5293.00,0.90,0.83,2016-05-10,,0.1034380,2455011.305620,2016,Kepler,http://exoplanet.eu/catalog/kepler-515_b/,
3038,Kepler-516,b,Kepler-516 b,Transit,0,1,24.85462415,,,,,,0.512,,0,1,0,1,19h42m26.11s,295.608779,+38d44m08.6s,38.735736,777.00,700.58,12.059,Kepler-band,11.964,7099.00,1.62,2.02,2016-05-10,,0.3732790,2455007.000979,2016,Kepler,http://exoplanet.eu/catalog/kepler-516_b/,
